review,label
"dành cho tóc:kho xo công dụng:lam mem toc mùi hương:thom lam dùng thơm lắm mng oi, gội xong vuốt cho đỡ khô xơ tóc nhé ạ, must tryy",1
ê t xài dc 1 2 miếng thì bị kích ứng. t tưởng cái mặt nạ n đẩy mụn lên nên t vẫn đắp tiếp. và đến miếng t9 thì n k những k hết mà n còn bùng mụn kinh hơn: fomo theo cô học chăm da và cái kết,0
"đọc đánh giá mới biết có người bị lừa giống mình , bảo tặng nhma chẳng có hàng tặng , đáng ra shop mới là người phải liên hệ với khách hàng trước , không tặng tốt nhất đừng có treo quảng cáo , 1 luôn cho nhớ",0
làm đẹp:sạch gầu hương thơm:hương bạc hà rất thơm. chai siêu to khổng lồ. nên mua nhe,1
làm đẹp:quảng cáo có kèm qua tặng mà khi nhận hàng lại k có qua . k dụng như quảng cao,0
da nhan dc hàng va được tặng quà nua.rất de thuong.cam on shop.chua sd nen chua pik thêm nao,0
"mùi hương:dễ chịu sản phẩm xài êm, mùi dễ chịu, mới dùng nên sẽ đợi một thời gian sẽ nhận đc kết quả. hình ảnh và video chỉ mang tính chất minh họa",1
"bao bì mẫu mã:sao k bỏ vô thùng carton quấn chống sốc nhiều giúp tôi thế shop? ship vận chuyển bể đổ tè le, sữa nó dơ nó hôi nó chua thôi rồi",0
công dụng:dưỡng da phù hợp với loại da:tất cae mùi hương:thơm da mình kén mấy loại khác dùng hay bết dính kiểu gì nhưng loại này xài được chai thứ 4 rồi,1
thấy có quà tặng kèm mà chẳng thấy quà đâu. bạn mình mới nhận cách đây mấy hôm vẫn nhận đc quà,0
"đúng loại, giao nhanh, có tem nên yên tâm dùng hết sẽ ủng hộ shop",1
thấy để tặng quà mà không có,0
bao bì mẫu mã:xám công dụng:sấy tóc lực sấy ổn lúc sấy thấy có mùi khét mặc dù trong giấy viết là1 2 lần đầu nhưng mà h dùng vẫn thấy: có ánh sáng xanh chưa biết dùng có như quảng cáo ko sau khoảng 1 tháng dùng thì mk thấy cũng đc ko phải gọi là ưng theo mk thì nên chia thành 2 lần sấy cách nhau 1 khoảng tg đê máy nghỉ thì mới gọi là khô tóc,0
bán kèm quà tặng nhưng giao 3 sp ko cái nào kèm quà,0
"chất lượng:no bao bì:bung nap, mop dù đã nhắc nhở shop đóng hàng thật kĩ cho mình đừng để bục nắp mà khi nhận vẫn bij hết 1 lon hộp móp hay k thì mình k quan trọng cái đó, nhưng vấn đề là nắp bị bục, hạn dùng của sữa là sau khi mở nắp 4 tuần, bục trên đường vận chuyển thì k sao, còn đằng này, shop gói hộp và màng chống sock rất chắc, nhưng vỏ lon lại bục, có nghĩa là bục trước khi shop đóng hàng cho khách rồi mà vẫn cố gói hàng giao hàng bị bục nắp cho người ta cho 1 là vừa",0
"hương thơm:chưa dùng mẹo:không có bao bì:bình thường thấy bảo mua 1 tặng 1 mà khui ra không thấy quà tặng, nhắn tin với người bán không thấy phản hồi, cho shop 1 sao thôi vì cái thái độ phục vụ không được",0
"bình nước không giữ nhiệt , bỏ đá vô thì ở ngoài bị chảy hơi nước . không đúng quảng cáo",0
so giao đến cũ kĩ quá để trong kho lâu bụi đầy bôi lên thấy rít nên sẽ k mua lại,0
shop giao thiếu quà tặng,0
shop đăng hình mua 2 hộp sữa được tặng 1 bộ thẻ gỗ đồ chơi và 1 bát úp mì inox mà nhận được mỗi 2 hộp sữa với bộ thẻ đồ chơi thôi . chả hiểu như nào ? đào lửa à ?,0
"sản phẩm chất lượng tốt, mua n lần rùi mà vẫn siu yêu. mùa hè dùng tẩy trang sạch sâu, mùa đông dùng loại dưỡng ẩm kết hợp rửa mặt, dưỡng ẩm hãng này nữa là da mặt bật tông hẳn, căng bóng nữa. da thường mà hợp dùng chăm sóc da của hãng lém, thay đổi mấy hãng mà k hợp, thui quay về vs hãng này đúng bài rùi. hình ảnh và video mang tính lấy xu, tại lười quay chụp",1
"đã dùng rất nhiều và rất thích silcot nhưng đây là lần đầu mua trên sàn s, thật sự rất thất vọng về đơn vị vận chuyển. 6 hộp thì hộp nào cx méo, có hộp còn bị vỡ. 1 phần cx là do đóng gói sơ sài của hãng nữa",0
"tôi nhận hàg ság nay. mặc dù 2 thùg này shop đã dán rất chặt, bọc giảm sốc đầy đủ, dán cảnh báo nhẹ tay rất cthan nhưg vẫn bị bục 1 túi. sữa tràn ướt bẩn hết cả thùg, ướt sag cả thùg kia. hết sữa cho bé nên chấp nhận rửa mấy chục túi. đề nghị shop quán triện khâu vận chuyển. 3 lần trc đều buộc phải trả hàg vì bục quá nhiều, bốc mùi nồg nặc.",0
"bao bì mẫu mã:ok hương vị:ok tệ đặt 2 lần liền đều bị vỡ lần 1 ship còn k giao luôn lần 2 thì bị bục ít, mong shop đóng gói cẩn thận và kỹ hiwn chưa hãng nào mik mua sữa mà bị như này.",0
"shop giao hàng nhanh, đúng mẫu, hình ảnh mang tính chất nhận xu kk",1
đến chịu lấy hàng bị bom đi giao cho khách hay sao túi ở ngoài thì k hề ướt hay bị làm sao hết mà bên trong lại bẩn với ướt như thế thì khó hiểu thật,0
"đối tượng sử dụng:trẻ em mùi hương:thơm chất lượng sản phẩm khỏi phải bàn, nhưng mà đóng gói quá tệ, thùng thì móp méo muốn gãy vòi. cho tạm 3 sao",0
bọc hàng sơ sài kh chống sốc,0
"dành cho da:tuyf kết cấu mùi hương:khá là thơm công dụng:tayar tbc dùng okay nha, mình sài trộm vía thấy hợp",1
"mẹo:ok bao bì:ok kinh nghiệm sử dụng:ok dùng ổn so với giá tiền, cũng được cũng tạm nên mua để dùng",1
"công dụng:serum dành cho da:moi loai da mùi hương:khong mui đã dùng nhiều lần. đợt này thấy quảng cáo loại 8 mua, shop lại gửi 1 , quên ko quay khi mở. đánh giá 1 sao",0
shop giao hàng đúng mẫu mã chất lượng sản phẩm nhận được hài lòng phù hợp với giá tiền bảo ra không đòi hỏi gì nhiều về chất lượng sản phẩm chúc shop bán đắt,1
"đã nhận được hàng đầy đủ, đóng gói hàng cẩn thận, sản phẩm y như hình",1
"giao hàng thiếu, xử lý khiếu nại lâu. hoàn tiền không đủ cho khách hàng.",0
"shop giao thiếu hàng, mua combo 6 nhưng chỉ giao 5 khi báo check hàng từ ngày 15 06 2023 đến 20 06 2023 vẫn không có phản hồi. rất bức xúc.",0
"mình không biết shop đóng hàng kém an toàn hay quá trình vận chuyển mà hàng chưa đến tay mình đã bị vỡ, shipper nói sữa chảy tè le. liên hệ shop cũng nhiệt tình tư vấn kêu trả hàng hoàn tiền. hỡi ôi thật, trải nghiệm mua hàng đầu tiên không mấy hài lòng. nếu vậy để bán nguyên thùng, đừng bán lẻ",0
mua 3 cái cùng lúc thì khi bóc ra một cái bị tráo,0
mới nhận dc hàng chưa sd nên k biết như thế nào test ra tay mùi sữa tắm khá thơm. săn sale nên dc giảm giá và tặng kèm thêm 2 chai nhỏ. hời nha,1
"hình ảnh và video mang tính chất nhận xu ạ, nước súc miệng cho em pé vị dâu nhưng mình người lớn thích lắm ạ thơm dã man á mng mà ko cay như loại bình thường hehe chai nhỏ mang đi du lịch cũng tiện ạ",1
"mẹo:ok lợi ích:ok bao bì:ok sản phẩm tốt, chất lượng, giao hàng đóng gói nhanh, shop nhiệt tình, trả lời nhanh. hình ảnh chỉ mang tính chất nhận xu nhưng sản phẩm sài ok nhé",1
"giao hàng nhanh, hàng đúng chất lượng, mua được giảm giá, sẽ ủng hộ lần sau",1
ghi 24 bịch nhưng đếm chỉ có 23 bịch. lại còn bị rách 1 bịch làm hôi lây mấy bịch khác . nhìn rất ghê,0
"lần đầu mình đặt hàng tại shop, mở hộp mình rất thất vọng. shop để mua 1 tặng 1 nhưng không tặng như đúng nội dung ghi. mình đọc các bình luận khác, thấy mn chụp hình, cmt, mình cũng tin tưởng. dù shop chỉ giao 1 nhưng đóng gói vẫn cẩn thận. mình cảm ơn.",0
"công dụng:tẩy trang độ bền màu:ok shop giao hàng ok, đóng gói ổn, mua ở shop cũng nhiều lần r nên tin tưởng, hi vọng sẽ có nhiều ưu đãi trong tương lai hơn",1
sản phẩm tốt giao hàng nhanh tuy nhiên chăm sóc khách hàng rất kém không bao giờ quay trở lại pp,0
"hương vị:this kind of milk are tasty, i like it very better",1
hinh anh mang tinh chat nhan xu. đóng gói kỹ chưa dùng nen k biet,1
"giao thiếu quà, đóng gói không kĩ hộp nát hết trơn luôn, chán, bông không được mịn",0
viết sản phẩm k rõ ràng,0
"hương thơm:k mùi trải nghiệm tệ vs sp mới. tạo ít bọt và có những hạt tẩy tbc k tan, ma sát trên da mặt khiến mình bị đau rát, dù da mình kp nhạy cảm, mỏng yếu gì nhưng cũng không thể chịu dc cảm giác này. không dùng nổi phải mua hãng khác.",0
mình sài nhiều về hãng này r mà lần này quá thất vọng về cách làm việc của shop .người đặt sau giao trước mà khiếu nại thì lấy lí do ngày đôi .khiếu nại thì kêu sẽ hối thúc tận 7ngày vẫn i vậy .đóng gói thì như hình mịn chụp . một khách hàng tin dùng,0
"làm đẹp:oke bao bì:oke mẹo:oke nhận hàng hoei lâu xíu tầm 3 4 ngày chất son nhung siêu ưng ạ, lên mua nha cả nhà ơi toàn màu hot thui ạ.",1
thấy quảng cáo tặng thêm chai 250ml mà giao chả thấy,0
làm sạch:ok độ dịu nhẹ:ok nước giặt thơm nhẹ lưu hương lâu chất lượng tốt so với giá tiền,1
"công dụng:sấy tóc bao bì mẫu mã:đúng giao hàng rất nhanh, đóng gói cẩn thận, máy sấy mạnh có 3 chế độ lạnh, nóng nhẹ, nóng mạnh",1
"khó mở, mở không được luôn không xài được",0
chất liệu vải mềm mại được,1
"đóng gói không cẩn thận, nhận hàng bị chảy ra ngoài, nắm vặn bị lỏng, không hài lòng",0
giao hàng thiếu 24 mà có 22 lại còn vỡ nữa thật sự không như mong muốn,0
"dành cho da:da daau mujn dùng đến hộp t2 rồi. thấy êm. dịu da tốt, nên mua nha mn",1
"đánh giá nhận xu, đơn mua trên nói đc tặng quà khi nhận ko có quà hỏi shop, shop bảo trên ảnh có dòng chữ giới hạn quà, đc cái dòng chữ to rõ nét nhìn mãi ko thấy đâu",0
"đã nhận được hàng set 3 quần vải mát thích. ck mình mặc thoải mái mà qua mới mặc 1 lần quần đã bị rách vải như trên rồi, còn 2 cái chưa mặc không biết có thế không nữa",0
độ bền màu:ok công dụng:tẩy trang hình ảnh mang tính chất nhận xu mua của shop rất nhiều lần lần nào cũng mua combo tẩy trang hợp da nên sạch và thoáng sẽ ủng hộ shop lần sau,1
"nhìn chai kem nên thấy sơ sài k có vỏ xong trầy xước, date 2027 mà giờ 2026 rồi nghĩa là mk chỉ dùng đc 6 tháng hơn nữa, mình ít make up nên mới mua kem nền mà gặp quả này chán luôn, k khác j bán hàng tồn kho cho khách",0
chất lượng sản phẩm:tạm mùi hương:thơm đối tượng sử dụng:tat cả tui tức gãy mẹ nắp văng mẹ nắp luôn đinh cho 5 sao ma gãy zi 3 sao nha shop,0
móp vẫn cố tình giao. gian hàng chính hãng mà làm ăn thua cả mấy shop nhỏ lẻ. xử lý rập khuôn. tệ,0
"hàng date tháng 1 2025. vỏ hộp trông có vẻ cũ. mở hàng ra thấy bị bung nắp thùng 2 mặt trên dưới. mình phải lấy băng keo quấn lại cho chắc, ko là mấy bịch sữa rớt ra ngoài hết lun",0
"chất lượng sản phẩm:ổn mùi hương:ổn đối tượng sử dụng:bé 8th đăng quảng cáo là có quà tặng nhưng k phải đơn hàng nào cũng được tặng nha m.n,mua deal này nọ mới có,gài nhau à",0
"trên shop gim có quà, mà khi nhận chẳng thấy quà đâu hic. không biết hàng chuần hãng không nữa",0
"đóng gói chắc chắn giao hàng nhanh, săn được giá khuyến mãi ok.",1
thấm nhanh:thaams nhanh dưỡng ẩm:min làm sáng da:chua biet shop giao hàng nhanh đóng gói cẩn thận. sản phẩm thơm dễ chịu. thấm nhanh mềm mịn. còn có trắng da hay không thì phải dùng 1 thời gian thì mới biết được.,1
"hàng đẹp, đóng gói kĩ càng, giao nhanh. mình khá hài lòng về chất lượng đơn hàng. nếu có nhu cầu sẽ tiếp tục quay lại ủng hộ shop.",1
"giao hàng nhanh, đóng gói cẩn thận, chất son okie lắm nhaa",1
giao hàng nhanh mà bể sữa tùm lum,0
"sản phẩm dùng rất tốt, shop giao hàng nhanh, hình ảnh video nhận xu",1
đúng với mô tả:dung chất liệu:ok màu sắc:be mới giao mo ra thấy bị rách rồi ạ nhung mu thay dung form và đúng màu sắc,0
"tẩy da chết này dùng thích lắm,nên mua mọi người ạ da sáng mịn hẳn lên",1
mình mua tặng em gái mình ở nước ngoài về chơi hàng xài rất ok thơm dưỡng ẩm tốt xài lâu mới có kết quả dưỡng tốt nha da mềm,1
hàng đã bị bóc lớp màng bọc ngoài. mình mua 2 hộp kem dưỡng bên tiktok có lớp bọc lớp hẳn hoi. hàng này đã bị khui. chỉ còn 1 miếng keo dính. khui gói hàng ra thì hàng đã sộc sệch móp méo như này.,0
chất lượng:toots thiết kế:dep bảo quản:ok tô,1
"từi ưii mát lạnh luôn các nàng ạaa mướt mịn cảm nhận trên từng cm vảii cực phê nhaa váy karo hồng xinh xẻo, form lên xinh lắm ạ",1
"thương hiệu lớn nhưng đóng gói cẩu thả, chai nhựa mà không có miếng bọc chống sốc nào",0
bao bì:dep mẹo:khong co lợi ích:sach gau mình hay mua túi cho tiết kiệm nhưng lần này mình mua chai lớn. tưởng được tặng quà nhưng không có quà gì cả. vậy là ntn ạ?,1
ko có quà tặng them đầu sư tử,0
"đóng gói k chắc, k có quà tặng kèm như quảng cáo. hàng giả mới gội dầu loãng ít bọt, dc mấy lần thì bị ngứa",0
"giao hàng nhanh. đặt hôm qua, hôm nay đã có. mua ở mall nên cũng yên tâm ít ohaanf",1
"mình đã nhận được hàng và dùng liền, cảm nhận thấm nhanh nhưng rất cay mắt. nên cân nhắc khi mua nếu mắt nhạy cảm như mình",0
bao bì:đẹp làm đẹp:19 tuổi hương thơm:k thơm lắm ạ giao hàng nhanh sữa rửa mặt dạng gel ạ chưa sử dụng chưa biết ạ,1
"sản phẩm lỗi viền, mãi không thấy bảo hành, không hướng dẫn cụ thể cách đổi hàng. sản phẩm lỗi mình đã nhắn shop nhưng không thấy gửi hàng mới. mua hàng thì sp nhanh, còn hàng lỗi thì trả lời rất chậm. những lần trước mua hàng rất ok. nhưng lần sp không chuyên nghiệp",0
lợi ích:kbt mẹo:rua mat trc khi dung làm đẹp:chong nang bao ve da khoi tia uv má tức bảo mua có quà mà có thấy gì đâu bực mình má làm ăn quần què 1 sao bỏ ghét,0
"sản phẩm đểu, chất lượng cực kém, mọi người đừng mua, phí tiền.",0
bon nay bán hàng khg có tâm bảo là sản phẩm tặng. mẹ nó bảo khg bấm nút tặng 0 đồng..bấm mẹ tụi mày..sản phẩm khg tốt rồi mọi người thận trọng khi chọn shop này..,0
tiền nào của nấy k nên tham rẻ mua mũ này,0
"sản phẩm ok, nhưng trả thưởng thì vãi luôn. quà tặng hẹn sau 30 45 ngày sẽ có nhưng đã gần 3 tháng shop vẫn không giải quyết. hỏi bao nhiêu lần cũng hẹn sẽ kiểm tra xem khách như con nít.",0
sản phẩm tốt khá ổn êm shop gói hàng cẩn thận rất là ưng đáng mua ạ,1
size quá to so với mô tả gợi ý chiều cao và cân nặng để người mua chonh size,0
"mình bị gàu kinh niên thử qua rất nhiều loại cũng k đỡ, thấy clear ra dòng mới nên có xài thử chai vàng thì thấy đáng đồng tiền bát gạo nha, nhưng nhược điểm thì tóc mau bết. được review nên dùng xen kẽ với chai xanh này để tóc bồng bềnh và vẫn kiềm gàu nên mua xài thử. hy vọng cải thiện. có hiệu quả sẽ quay lại đánh giá lại.",1
trong phần mô tả sản phẩm có qua quà tặng kèm mà nhận hàng thì lại không có đóng gói hàng sơ sài không có bọc chống sốc sản phẩm của mall mà cảm giác không ok lắm trong phần cpi sp,0
"shop không muốn hỗ trợ kh mình oder cây son của shop và chưa hề qua sử dụng hay test sản phẩm lên bất kỳ đâu. sau khi xem thì mình thấy màu không như mô tả nên đã quyết định trả hàng song song đó mình có oder thêm 1 màu mới nhưng shop và shopee lại một mực nói sản phẩm đã có dấu hiệu sử dụng và do sắc tố môi nên màu thay đổi nhưng không có bất kỳ 1 bằng chứng nào cho việc đó shopee gọi mình trong vòng 1 tiếng 3 cuộc và mình đang đi làm không thể nhấc máy, mình đã cố gắng liên hệ lại nhưng không được và có nhờ shop hỗ trợ nhưng shop lại đổ hết qua cho shopee, thế là shopee tự ý đánh giá không chấp nhận yêu cầu và hoàn hàng về cho mình trong 1 tiếng khi chưa có sự chấp thuận của 2 bên đơn hàng mình gửi trả shop còn nguyên seal nguyên kiện như hình, thậm chí bây giờ shopee gửi lại cho mình thì miệng son vẫn như mới. mình đã nhắn tin nhờ shop hỗ trợ nhưng shop cứ đỗ qua cho shopee và không có 1 động thái hỗ trợ nào cho khách hàng. một người mua sản phẩm của 3ce rất nhiều từ các sàn tmđt, đây là lần đầu gặp phải trường hợp này : nếu shop thấy được đánh giá này vui lòng thay đổi cách làm việc của mình đi nhé !",0
"bao bì mẫu mã:hàng giao hộp đã bị méo, có dấu hiệu ko còn nguyên vẹn m đặt thùng sữa 48 hộp, 12 lốc loại 4 hộp lốc nhưng hàng nhận được chỉ có 8 lốc 32 hộp. m liên hệ shop và shopee để khiếu nại đơn hàng nhưng shop trả lời qua loa và ko chịu hoàn tiền cho mình. tin nhắn gửi suốt 2 hôm không có người rep. shop này ko phải mall hoặc giả tạo mall mà thôi. m đã report shop lừa đảo. mn mua hàng nên chọn cửa hàng thông thái, đừng như mình.",0
"giao hàng nhanh, săn sale nhưg sản phẩm rất ok, mùi thơn như vani không hôi. shop nhiệt tình, sẽ quay lại ủng hộ",1
"mẹo:duong da bao bì:khong an toan kinh nghiệm sử dụng:dung ban ngay hàng mua thấy ghi chính hãng nhưng tuýp không có chút niêm nào, lỏng lẻo, chẳng biết có đáng tin không.",0
"chất lượng sp chưa dùng nên chưa biết nhưng cách trả lời khách hàng rất tệ. mình hỏi 3 câu đều không nhận được câu trả lời, hãng nên training lại cái bạn nhân viên trả lời tin nhắn",0
"tệ thật sự luôn, gói bị bục vỡ ra chua cả thùng, nhắn với shop trao đổi thì trả lời rất là lâu.",0
"bao bì mẫu mã:thung hương vị:ko duong mua về bóc thùng ra uống ngon lắm nhé, sp chính hãng săn vs giá rẻ",1
"son 3ce mua loại nào cũng thấy khô môi, dù qc chất liệu mềm môi",0
"đóng gói chắc chắn, giao hàng nhanh chóng, hàng y như ảnh đã đăng",1
"chất lượng sản phẩm tuyệt vời, không bị hôi mùi cao su. sẽ quay lại!",1
"túi xách đẹp, nhưng mình đi làm xa mua túi ship về tặng mẹ, mình có nhờ shop viết giúp tờ note nhỏ cho mẹ, chỉ cần mỗi tờ giấy viết vài chữ thui mà shop kh hỗ trợ nên mình hơi thất vọng xíu. nên cho shop 3 thui nhé",0
đặt đơn hàng 10.0 tưởng đc tặng quà như hình ảnh quảng cáo nhưng nhận hàng thì chẳng thấy quà gì. hay nhỉ :,0
mùi hương:sua yen mach chất lượng sản phẩm:tương đối tốt đối tượng sử dụng:mọi người giao hàng nhanh chất lượng sản phẩm tương đối tốt giá thành hợp lý tư vấn nhiệt tình sẽ ủng hộ lần tiếp theo combo quà tặng chất lượng,1
trời ạ nguyên 1 cái banh dao lam ở trong túi bóng gói hàng mình sốc thật sự ý nó cắt vào tay mình không biết có ảnh hưởng gì đến sức khoẻ không mấy bạn đóng hàng gì kỳ vậy trời,0
kinh nghiệm sử dụng:hang da bi boc hop. ko co hàng khuyen mai di kem làm đẹp:ko co hàng khuyến mãi đi kèm. chai còn bị móp . hộp bị móc 1 lỗ. chai gói ẩu thả,0
"hàng tốt, shop đóng gói kỹ và giao hàng siêu nhanh. hàng như hình và có hạn sử dụng cũng ổn. hài lòng nha shop!",1
"mở thùng sữa ra có 3 bịch bị căng phồng to, phát nổ. chèm nhẹp dính sữa ra nguyên thùng. ko hiểu sao lại có hiện tượng đó. mới đầu tưởng ship quăng bị bể nhưng lấy hết 45 bịch sữa ra quăng 3 bịch nổ cái thùng đi thì trong 45 bịch cũng tiếp tục có 2 bịch căng phồng to rồi nứt bịch, chảy tè le. dù mình để nhiệt độ phòng mà dạo này saigon 25 28 độ thôi đó, ko hề nóng. mua 4 5 thùng rồi mà nay mới thấy có hiện tượng này là do sữa dỏm hay sao? coi như vứt 5 bịch. trong số mấy bịch còn lại có bị nữa ko thì hem bik",0
shop đóng gói ko kỹ nên bị bung ra. tặng được chai tẩy trang nhỏ. cá nhân mình ko hài lòng lắm,0
"mùi hương:thơm chất lượng:tốt giao hàng nhanh , dùng thường xuyên rất tốt, dùng hết sẽ ủng hộ nếu giá bên shop hợp lý.",1
"kinh nghiệm sử dụng:lần đầu sd so này mình sd nhìu loại sp của brand này r, có nhìu món mình mua đi mua lại rất nhìu nhưng so này mình sẽ k mua lại. chất kem lỏng nhẹ thấm nhanh, mình xài kem dưỡng ẩm dạng gel x thoa sp này lên bị kết tủa, giống kì hòm v. bôi 1 m sp này thui thì ok. mình nghe sp này có mùi thơm nhẹ, nhưng mà khs chai của mình có mùi kì lắm, hôi hôi mùi nhựa",0
"độ tuổi sử dụng:trẻ nhỏ chất lượng sản phẩm:tốt chất lượng ok, nên mua, shop uy tín nha mọi người..",1
"đã mua sản phẩm này rất nhiều lần và dùng trong một thời gian dài rồi nên phải yên tâm về chất lượng, giao hàng nhanh đóng gói sản phẩm cẩn thận, còn được tặng kèm quà khuyến mãi",1
để tặng card mà ko có,0
"chất lượng sản phẩm:tốt mùi hương:thơm nhẹ đối tượng sử dụng:em bé và người lớn giao hàng nhanh, đóng gói cẩn thận, mua hàng chính hãng của hãng nên yên tâm, mùi thơm nhè nhẹ, mình thích mùi của chai xanh lá, mùa hè hợp với màu xanh lá đó, màu xanh lá thơm mùi tươi mát, màu hồng thơm mùi phấn ngọt, màu tím hơi nồng gắt",1
"giao hàng nhanh, đóng gói không thấy bị vỡ nhưng có mùi nồng chắc dính hàng khác bị vỡ, bao bì thấy mới. chưa sử dụng chưa biết ok không",1
bao bì mẫu mã:đùng hương vị:sữa đặc ngon date xa tha hồ mua tích dùng dần ấy ạ mua đggi mạknk,1
sản phẩm tốt đã mua nhiều lần nhưng trãi nghiệm với nhân viên chăm sóc khách hàng thì rất tệ thái độ tư vấn thật đáng tiếc,0
"chất lượng:hàng đóng gói rất kĩ nhưng gửi cho khách hộp méo, nhận được hàng bỏ mấy lớp chống sóc mà hộp sữa thì méo rất khó chịuu",0
"khi mua trên đơn hàng hiển thị có quà, nhưng giao hàng k có, nhắn tin cho shop thì shop nói do mình thao tác sai . quá tệ!",0
"hương vị:ít đường bao bì mẫu mã:đúng đã nhận được hàng, shop đóng gói cẩn thận, giao đúng mẫu đặt. hình ảnh chỉ mang tính chất nhận xu",1
"lợi ích:chong nang bao bì:on mẹo:chong nang giao hàng nhanh , ghi là tặng quà mà nhận chỉ có 2 chống nắng , mua nhiều lần lần nào củng có quà tặng kèm lần này thất vọng quá",0
bên shop đóng gói ẩu tả để băng dính dính dô bao bì. mình hoàn hàng thì shop đổ lổi do mình. shop k chiu trách nhiệm giải quyết cho mình,0
tưởng đâu đc tặng thêm 1 chai dầu gội j nhỏ nữa cơ . đóng hàng thì lỏng lẻo móp méo,0
sữa tươi tiệt trùng không có đường uống rất ngon nha mà sao nhiều bạn hông uống được dị,1
"bao bì mẫu mã:ổn độ tuổi sử dụng:đúng chất lượng sản phẩm:ổn giao hàng gói cận thận, đúng sản phẩm, bé dùng nhiều lần",1
"shop giao đúng số lượng, date xa, uống ngon, sẽ ủng hộ shop lần sau",1
"lần này ko vui thiệt nha, 2 hộp bự tặng hộp nhỏ , date còn dài mà 2 hộp bự có 1 hộp ko có cái nắp nhựa",0
"mình đã mua sản phẩm vì thấy có thông tin là mua sẽ được tặng kèm vaseline dưỡng thể, nhưng khi nhận hàng thì không thấy quà tặng đâu cả. sữa rửa mặt thì dùng ổn, dịu nhẹ, không gây khô căng, nhưng hơi thất vọng vì quà tặng không có như mô tả. mong shop phản hồi sớm ạ",0
"chất lượng:cung được dưỡng ẩm:tam được! nhưng trên live nói có tặng quà cái case để son mới mua! cuối cùng giao k tặng, nhắn shop thì nói k đúng khung giờ này nọ. nhưng lúc live nói mua ngay là có quà mới mua! phải chăng đây là chiêu để chạy doanh số chứ k có quà! rất bức xúc điều này!",0
mua sản phẩm để là mua 1 tặng 1. 1 dầu gội tặng 1 sữa rửa mặt nhưng cả 2 chai đều không có. lừa gạt khách hàng.,0
ko dc tặng nước tẩy trang như quảng cáo dù đã đặt ngày vẫn còn quà,0
"cầm cx êm, nch là k bị quá lỏng đầu nên viết chắc hơn cái bút vietloi kia của t",1
tóc mềm mượt:shhs giảm rụng tóc:hshs hương thơm:shsh đóng gói ẩu vãi tràn hết ra ngoài : có cái khoá mà khoá cũng k xong làm ăn như gì luôn ấy : mua ở đây mấy lần mà lần này bực vãi nhận hàng mà bực bội,0
"bao bì:ok hương thơm:bt kinh nghiệm sử dụng:cứ v mà sd thôi giao hàng nhanh, nhưng mình mua đơn hàng 2,5tr mà ko có miếng quà tặng gì hết. chê nha",0
hương vị:nn bao bì:bnj thùng này bọc k cẩn thận nha có mỗi 1 lớp bọc chống sốc mỏng dính vậy nên cho 3sao vì cách bọc hàng,0
"màu sắc:den va xanh chất liệu:dung không biết shop có đọc ghi chú không, mình đặt 3 trắng 2 đen thì lại giao 3 xanh 2 đen",0
"đóng gối cẩn thận chắc chấn,giao hàng nh.anh đã mua của shop nhiều lân",1
"hương vị:ngon bao bì mẫu mã:ngon sữa tươi không đường mua shopee mall rất an tâm về chất lượng sản phẩm cũng như cách đóng gói không bị móp méo, hình ảnh chỉ mang tính chất minh hoạ",1
"nhận hàng khá bất ngờ vì shop giao nhanh hơn dự kiến. sản phẩm được đóng gói cẩn thận, không bị móp méo hay hư hỏng trong quá trình vận chuyển. khi mở ra thì sản phẩm đúng như hình ảnh và mô tả của shop. mình đã sử dụng thử vài ngày và cảm nhận là chất lượng ổn, hoạt động tốt, phù hợp với mức giá. shop tư vấn rất nhiệt tình, trả lời tin nhắn nhanh và hỗ trợ khá chu đáo. nói chung là mình rất hài lòng với trải nghiệm mua hàng lần này và chắc chắn sẽ quay lại ủng hộ shop trong những lần mua tiếp theo.",1
"đóng gói sản phẩm cẩn thận, giao hàng nhanh, chất lượng sản phẩm tuyệt vời, nên mua",1
"mùi hương dễ chịu, lưu hương, tinh chất thoa lên tóc thấy suôn mượt",1
chất lượng oki nhưng nắp không mở đc làm phỏng tay nên đánh giá 1 sao,0
"da dầu, chọn matte kiềm dầu thì shop giao cho cấp ẩm, thế này thì mình dùng làm sao được ạ?",0
"mình mà biết sớm mua trên có quà nhiều vậy , chắc giờ nhà hông có chỗ để luôn quá. trước toàn mua ngoài cửa hàng nên không có quà gì hết. từ ngày mua trên trang này quà đã luôn.",1
"chất lượng tốt, giao hàng hơi lâu nhưng đúng trong thời gian dự kiến. bóc hàng bị rỏ rỉ chất lỏng, có mùi chua lên men của sữa",0
giao hàng nhanh. đóng gói cẩn thận. xài rất thích. thơm. da mềm.,1
hàng giả nhe. suc vô nhớt nhợt.. xong ti rua tay cai nhu xà bông luon.. sưc ko thắm j het tốn gan 200 quá tệ,0
"đóng gói thì sơ xài . khui cái hộp ra tức điên . làm ăn nhởn nhơ vậy shop ? nhìn cách đóng gói nói lên một điều ko tôn trọng khách hàng rồi . tuýp bị gãy luôn , nếu bạn là khách hàng bạn có bỏ tiền ra mua sản phẩm méo móp ko ? hạn sử dụng tới ngày 6 6 2026 . mỹ phẩm mà ngày sử dụng có 1 năm vậy ? thường sẽ là 3 năm kể từ ngày sản xuất . cho 1 luôn",0
